2007,17,1,166
2007,17,101,99
2007,17,103,228
2007,17,105,1228
2007,17,107,11
2007,17,109,12
2007,17,11,47
2007,17,111,99
2007,17,113,81
2007,17,115,0
2007,17,117,536
2007,17,119,2555
2007,17,121,255
2007,17,123,0
2007,17,125,0
2007,17,127,111
2007,17,129,0
2007,17,13,199
2007,17,131,95
2007,17,133,301
2007,17,135,346
2007,17,137,0
2007,17,139,23
2007,17,141,0
2007,17,143,67
2007,17,145,3086
2007,17,147,160
2007,17,149,122
2007,17,15,66
2007,17,151,0
2007,17,153,47
2007,17,155,18
2007,17,157,1643
2007,17,159,263
2007,17,161,77
2007,17,163,2225
2007,17,165,34
2007,17,167,12
2007,17,169,0
2007,17,17,0
2007,17,171,11
2007,17,173,31
2007,17,175,20
2007,17,177,0
2007,17,179,0
2007,17,181,395
2007,17,183,0
2007,17,185,9
2007,17,187,0
2007,17,189,3025
2007,17,19,137
2007,17,191,391
2007,17,193,622
2007,17,195,15
2007,17,197,105
2007,17,199,466
2007,17,201,0
2007,17,203,46
2007,17,21,0
2007,17,23,0
2007,17,25,22
2007,17,27,1642
2007,17,29,0
2007,17,3,135
2007,17,31,0
2007,17,33,582
2007,17,35,98
2007,17,37,168
2007,17,39,0
2007,17,41,6
2007,17,43,0
2007,17,45,22
2007,17,47,30
2007,17,49,156
2007,17,5,3718
2007,17,51,302
2007,17,53,641
2007,17,55,793
2007,17,57,445
2007,17,59,81
2007,17,61,27
2007,17,63,120
2007,17,65,392
2007,17,67,93
2007,17,69,0
2007,17,7,0
2007,17,71,211
2007,17,73,352
2007,17,75,1238
2007,17,77,403
2007,17,79,229
2007,17,81,342
2007,17,83,890
2007,17,85,0
2007,17,87,102
2007,17,89,0
2007,17,9,0
2007,17,91,752
2007,17,93,269
2007,17,95,0
2007,17,97,89
2007,17,99,100
2007,19,1,1039
2007,19,101,1162
2007,19,103,1101
2007,19,105,32
2007,19,107,1404
2007,19,109,81
2007,19,11,258
2007,19,111,61
2007,19,113,94
2007,19,115,860
2007,19,117,640
2007,19,119,51
2007,19,121,2303
2007,19,123,1334
2007,19,125,823
2007,19,127,309
2007,19,129,6577
2007,19,13,34
2007,19,131,0
2007,19,133,10655
2007,19,135,329
2007,19,137,4840
2007,19,139,1180
2007,19,141,497
2007,19,143,304
2007,19,145,4449
2007,19,147,275
2007,19,149,292
2007,19,15,1210
2007,19,151,406
2007,19,153,818
2007,19,155,4144
2007,19,157,600
2007,19,159,1273
2007,19,161,2060
2007,19,163,1010
2007,19,165,4743
2007,19,167,392
2007,19,169,1575
2007,19,17,111
2007,19,171,1119
2007,19,173,1670
2007,19,175,1622
2007,19,177,536
2007,19,179,551
2007,19,181,972
2007,19,183,1123
2007,19,185,1844
2007,19,187,287
2007,19,189,0
2007,19,19,59
2007,19,191,0
2007,19,193,1166
2007,19,195,45
2007,19,197,174
2007,19,21,3535
2007,19,23,72
2007,19,25,609
2007,19,27,1805
2007,19,29,8044
2007,19,3,1611
2007,19,31,94
2007,19,33,11
2007,19,35,1094
2007,19,37,29
2007,19,39,1830
2007,19,41,1558
2007,19,43,50
2007,19,45,927
2007,19,47,6298
2007,19,49,2685
2007,19,5,0
2007,19,51,625
2007,19,53,2060
2007,19,55,17
2007,19,57,90
2007,19,59,357
2007,19,61,182
2007,19,63,19
2007,19,65,54
2007,19,67,0
2007,19,69,639
2007,19,7,317
2007,19,71,24575
2007,19,73,2412
2007,19,75,16
2007,19,77,2017
2007,19,79,1075
2007,19,81,90
2007,19,83,1042
2007,19,85,11531
2007,19,87,328
2007,19,89,98
2007,19,9,2968
2007,19,91,46
2007,19,93,2704
2007,19,95,1937
2007,19,97,154
2007,19,99,669
2007,27,1,0
2007,27,101,61
2007,27,103,2
2007,27,105,841
2007,27,107,1182
2007,27,109,14
2007,27,11,1648
2007,27,111,6
2007,27,113,414
2007,27,115,0
2007,27,117,26
2007,27,119,356
2007,27,121,0
2007,27,125,192
2007,27,127,996
2007,27,129,188
2007,27,13,152
2007,27,131,25
2007,27,133,1027
2007,27,135,376
2007,27,139,0
2007,27,141,0
2007,27,143,0
2007,27,145,0
2007,27,147,0
2007,27,149,216
2007,27,15,49
2007,27,151,81
2007,27,153,51
2007,27,155,14439
2007,27,157,0
2007,27,159,146
2007,27,161,0
2007,27,163,0
2007,27,165,0
2007,27,167,11113
2007,27,169,0
2007,27,171,149
2007,27,173,16
2007,27,19,0
2007,27,21,0
2007,27,23,17
2007,27,25,0
2007,27,27,4642
2007,27,29,288
2007,27,3,0
2007,27,33,1137
2007,27,35,0
2007,27,37,10
2007,27,39,0
2007,27,41,3
2007,27,43,55
2007,27,45,0
2007,27,47,17
2007,27,49,0
2007,27,5,75
2007,27,51,721
2007,27,53,0
2007,27,55,0
2007,27,57,0
2007,27,59,0
2007,27,63,5060
2007,27,65,0
2007,27,67,0
2007,27,69,1022
2007,27,71,0
2007,27,73,567
2007,27,77,18
2007,27,79,0
2007,27,81,0
2007,27,83,0
2007,27,85,0
2007,27,87,175
2007,27,89,1174
2007,27,9,0
2007,27,91,26
2007,27,93,0
2007,27,95,0
2007,27,97,96
2007,27,99,0
2007,29,1,295
2007,29,101,1331
2007,29,103,739
2007,29,105,0
2007,29,107,2910
2007,29,109,224
2007,29,11,5889
2007,29,111,824
2007,29,113,363
2007,29,115,490
2007,29,117,7194
2007,29,121,296
2007,29,123,0
2007,29,125,0
2007,29,127,70
2007,29,129,484
2007,29,13,1601
2007,29,131,0
2007,29,133,0
2007,29,135,243
2007,29,137,103
2007,29,139,1627
2007,29,141,106
2007,29,143,85
2007,29,145,0
2007,29,147,5739
2007,29,15,24
2007,29,151,642
2007,29,155,0
2007,29,157,0
2007,29,159,413
2007,29,161,0
2007,29,163,0
2007,29,165,3667
2007,29,167,0
2007,29,169,0
2007,29,17,0
2007,29,171,41
2007,29,173,149
2007,29,175,137
2007,29,177,6819
2007,29,181,0
2007,29,183,934
2007,29,185,448
2007,29,186,14
2007,29,187,0
2007,29,189,14
2007,29,19,706
2007,29,195,2451
2007,29,197,67
2007,29,199,448
2007,29,201,0
2007,29,205,201
2007,29,207,109
2007,29,21,3522
2007,29,211,264
2007,29,217,6589
2007,29,219,1487
2007,29,223,0
2007,29,225,0
2007,29,227,464
2007,29,23,31
2007,29,25,382
2007,29,27,75
2007,29,3,4831
2007,29,31,566
2007,29,33,29485
2007,29,37,1184
2007,29,39,107
2007,29,41,3658
2007,29,43,0
2007,29,45,148
2007,29,47,1342
2007,29,49,432
2007,29,5,15281
2007,29,51,64
2007,29,53,678
2007,29,55,0
2007,29,57,1797
2007,29,59,0
2007,29,61,5528
2007,29,63,790
2007,29,69,0
2007,29,7,960
2007,29,71,485
2007,29,73,63
2007,29,75,6111
2007,29,77,0
2007,29,79,2537
2007,29,81,1856
2007,29,83,895
2007,29,85,0
2007,29,87,26647
2007,29,89,257
2007,29,9,0
2007,29,95,1933
2007,29,97,2616
2007,29,99,0
2008,17,1,17701
2008,17,101,29938
2008,17,103,2530
2008,17,105,764
2008,17,107,8913
2008,17,109,251
2008,17,11,796
2008,17,111,1244
2008,17,113,1045
2008,17,115,7380
2008,17,117,15788
2008,17,119,13687
2008,17,121,25322
2008,17,123,0
2008,17,125,1435
2008,17,127,1400
2008,17,129,1335
2008,17,13,4703
2008,17,131,2217
2008,17,133,7542
2008,17,135,6333
2008,17,137,1686
2008,17,139,5837
2008,17,141,266
2008,17,143,511
2008,17,145,7525
2008,17,147,14464
2008,17,149,10665
2008,17,15,960
2008,17,151,258
2008,17,153,2484
2008,17,155,34
2008,17,157,10407
2008,17,159,14594
2008,17,161,4604
2008,17,163,12490
2008,17,165,2048
2008,17,167,5281
2008,17,169,777
2008,17,17,1036
2008,17,171,3259
2008,17,173,5774
2008,17,175,0
2008,17,177,2856
2008,17,179,92
2008,17,181,3101
2008,17,183,5630
2008,17,185,10524
2008,17,187,98
2008,17,189,27531
2008,17,19,8228
2008,17,191,25668
2008,17,193,15189
2008,17,195,5045
2008,17,197,970
2008,17,199,2492
2008,17,201,759
2008,17,203,75
2008,17,21,3794
2008,17,23,27452
2008,17,25,33202
2008,17,27,26114
2008,17,29,6429
2008,17,3,4645
2008,17,31,818
2008,17,33,22421
2008,17,35,19518
2008,17,37,214
2008,17,39,2994
2008,17,41,10497
2008,17,43,0
2008,17,45,15114
2008,17,47,4821
2008,17,49,36238
2008,17,5,19450
2008,17,51,37488
2008,17,53,2862
2008,17,55,3690
2008,17,57,217
2008,17,59,9169
2008,17,61,3457
2008,17,63,355
2008,17,65,12260
2008,17,67,9204
2008,17,69,0
2008,17,7,400
2008,17,71,6181
2008,17,73,3474
2008,17,75,7081
2008,17,77,3888
2008,17,79,44621
2008,17,81,9729
2008,17,83,1898
2008,17,85,3079
2008,17,87,922
2008,17,89,436
2008,17,9,1339
2008,17,91,746
2008,17,93,327
2008,17,95,627
2008,17,97,60
2008,17,99,877
2008,19,1,6896
2008,19,101,11976
2008,19,103,13753
2008,19,105,15460
2008,19,107,17369
2008,19,109,32206
2008,19,11,14595
2008,19,111,4708
2008,19,113,12552
2008,19,115,10457
2008,19,117,13390
2008,19,119,200
2008,19,121,11844
2008,19,123,19947
2008,19,125,15708
2008,19,127,9041
2008,19,129,12581
2008,19,13,16119
2008,19,131,5151
2008,19,133,11427
2008,19,135,11623
2008,19,137,10306
2008,19,139,6464
2008,19,141,445
2008,19,143,191
2008,19,145,16327
2008,19,147,6252
2008,19,149,1223
2008,19,15,22509
2008,19,151,6067
2008,19,153,19900
2008,19,155,2630
2008,19,157,7290
2008,19,159,25888
2008,19,161,4780
2008,19,163,4830
2008,19,165,3463
2008,19,167,985
2008,19,169,21415
2008,19,17,10121
2008,19,171,12410
2008,19,173,22997
2008,19,175,13403
2008,19,177,7426
2008,19,179,17184
2008,19,181,24778
2008,19,183,7781
2008,19,185,30378
2008,19,187,29332
2008,19,189,8433
2008,19,19,16395
2008,19,191,13374
2008,19,193,10029
2008,19,195,9956
2008,19,197,35459
2008,19,21,7949
2008,19,23,20107
2008,19,25,15770
2008,19,27,8846
2008,19,29,7674
2008,19,3,8908
2008,19,31,11417
2008,19,33,22666
2008,19,35,635
2008,19,37,7732
2008,19,39,16511
2008,19,41,1656
2008,19,43,8776
2008,19,45,14702
2008,19,47,755
2008,19,49,18091
2008,19,5,5305
2008,19,51,9701
2008,19,53,17663
2008,19,55,22584
2008,19,57,6247
2008,19,59,1902
2008,19,61,17654
2008,19,63,7898
2008,19,65,10462
2008,19,67,10583
2008,19,69,26998
2008,19,7,17591
2008,19,71,33367
2008,19,73,18086
2008,19,75,5431
2008,19,77,4176
2008,19,79,30220
2008,19,81,17476
2008,19,83,30257
2008,19,85,10610
2008,19,87,5347
2008,19,89,9106
2008,19,9,1088
2008,19,91,12185
2008,19,93,1092
2008,19,95,18333
2008,19,97,7472
2008,19,99,12111
2008,27,1,426
2008,27,101,249
2008,27,103,100
2008,27,105,992
2008,27,107,232
2008,27,109,83
2008,27,11,2653
2008,27,111,82
2008,27,113,0
2008,27,115,568
2008,27,117,143
2008,27,119,127
2008,27,121,308
2008,27,125,0
2008,27,127,22
2008,27,129,82
2008,27,13,72
2008,27,131,32
2008,27,133,115
2008,27,135,554
2008,27,139,9
2008,27,141,0
2008,27,143,432
2008,27,145,40
2008,27,147,16
2008,27,149,1337
2008,27,15,67
2008,27,151,238
2008,27,153,200
2008,27,155,2231
2008,27,157,565
2008,27,159,0
2008,27,161,87
2008,27,163,0
2008,27,165,287
2008,27,167,1528
2008,27,169,170
2008,27,171,75
2008,27,173,979
2008,27,19,848
2008,27,21,5
2008,27,23,215
2008,27,25,98
2008,27,27,996
2008,27,29,71
2008,27,3,22
2008,27,33,265
2008,27,35,76
2008,27,37,0
2008,27,39,1138
2008,27,41,16
2008,27,43,1518
2008,27,45,1929
2008,27,47,2669
2008,27,49,380
2008,27,5,45
2008,27,51,2010
2008,27,53,0
2008,27,55,1101
2008,27,57,0
2008,27,59,392
2008,27,63,667
2008,27,65,504
2008,27,67,20
2008,27,69,440
2008,27,71,18
2008,27,73,1545
2008,27,77,61
2008,27,79,100
2008,27,81,28
2008,27,83,79
2008,27,85,0
2008,27,87,264
2008,27,89,365
2008,27,9,667
2008,27,91,879
2008,27,93,24
2008,27,95,1190
2008,27,97,560
2008,27,99,987
2008,29,1,2283
2008,29,101,2350
2008,29,103,6355
2008,29,105,0
2008,29,107,3144
2008,29,109,886
2008,29,11,11107
2008,29,111,11153
2008,29,113,7970
2008,29,115,4644
2008,29,117,7754
2008,29,121,2970
2008,29,123,0
2008,29,125,0
2008,29,127,5306
2008,29,129,8448
2008,29,13,8972
2008,29,131,4
2008,29,133,1961
2008,29,135,1202
2008,29,137,9601
2008,29,139,2971
2008,29,141,1118
2008,29,143,1143
2008,29,145,373
2008,29,147,12490
2008,29,15,1578
2008,29,151,456
2008,29,155,132
2008,29,157,2409
2008,29,159,5055
2008,29,161,0
2008,29,163,11015
2008,29,165,4326
2008,29,167,0
2008,29,169,0
2008,29,17,60
2008,29,171,8612
2008,29,173,6571
2008,29,175,794
2008,29,177,1744
2008,29,181,0
2008,29,183,9234
2008,29,185,948
2008,29,186,1092
2008,29,187,0
2008,29,189,1322
2008,29,19,4140
2008,29,195,3809
2008,29,197,4664
2008,29,199,10844
2008,29,201,1204
2008,29,205,7560
2008,29,207,1391
2008,29,21,4971
2008,29,211,4450
2008,29,217,11799
2008,29,219,602
2008,29,223,0
2008,29,225,0
2008,29,227,4023
2008,29,23,68
2008,29,25,1541
2008,29,27,1167
2008,29,3,5619
2008,29,31,2538
2008,29,33,7180
2008,29,37,2419
2008,29,39,372
2008,29,41,10600
2008,29,43,0
2008,29,45,11621
2008,29,47,237
2008,29,49,1035
2008,29,5,14638
2008,29,51,216
2008,29,53,4678
2008,29,55,0
2008,29,57,2388
2008,29,59,0
2008,29,61,3685
2008,29,63,1673
2008,29,69,83
2008,29,7,13590
2008,29,71,664
2008,29,73,1468
2008,29,75,7236
2008,29,77,0
2008,29,79,9369
2008,29,81,14807
2008,29,83,3957
2008,29,85,0
2008,29,87,20083
2008,29,89,2456
2008,29,9,0
2008,29,95,1916
2008,29,97,4954
2008,29,99,0
2009,17,1,4712
2009,17,101,24141
2009,17,103,3513
2009,17,105,2214
2009,17,107,1974
2009,17,109,2723
2009,17,11,3550
2009,17,111,6561
2009,17,113,3962
2009,17,115,3718
2009,17,117,39396
2009,17,119,9105
2009,17,121,22165
2009,17,123,2379
2009,17,125,2209
2009,17,127,3190
2009,17,129,613
2009,17,13,2313
2009,17,131,9949
2009,17,133,5945
2009,17,135,25792
2009,17,137,4139
2009,17,139,3903
2009,17,141,6107
2009,17,143,2406
2009,17,145,7252
2009,17,147,1800
2009,17,149,10634
2009,17,15,2012
2009,17,151,1735
2009,17,153,2770
2009,17,155,1677
2009,17,157,14721
2009,17,159,31942
2009,17,161,1034
2009,17,163,14891
2009,17,165,6917
2009,17,167,2745
2009,17,169,2393
2009,17,17,1467
2009,17,171,3523
2009,17,173,15333
2009,17,175,404
2009,17,177,174
2009,17,179,1465
2009,17,181,2439
2009,17,183,2782
2009,17,185,3793
2009,17,187,712
2009,17,189,13733
2009,17,19,4678
2009,17,191,38281
2009,17,193,19565
2009,17,195,2035
2009,17,197,3004
2009,17,199,7067
2009,17,201,825
2009,17,203,196
2009,17,21,9227
2009,17,23,24352
2009,17,25,27122
2009,17,27,16861
2009,17,29,4418
2009,17,3,2585
2009,17,31,232
2009,17,33,16960
2009,17,35,12772
2009,17,37,7209
2009,17,39,642
2009,17,41,1514
2009,17,43,0
2009,17,45,11482
2009,17,47,8318
2009,17,49,27085
2009,17,5,16494
2009,17,51,45434
2009,17,53,1671
2009,17,55,4538
2009,17,57,10874
2009,17,59,5846
2009,17,61,5863
2009,17,63,1217
2009,17,65,17278
2009,17,67,3290
2009,17,69,0
2009,17,7,2293
2009,17,71,3769
2009,17,73,3579
2009,17,75,6535
2009,17,77,3629
2009,17,79,28914
2009,17,81,14979
2009,17,83,4101
2009,17,85,49
2009,17,87,2059
2009,17,89,2795
2009,17,9,1629
2009,17,91,4693
2009,17,93,1246
2009,17,95,2134
2009,17,97,261
2009,17,99,2787
2009,19,1,1107
2009,19,101,7810
2009,19,103,644
2009,19,105,68
2009,19,107,8773
2009,19,109,634
2009,19,11,1297
2009,19,111,3995
2009,19,113,156
2009,19,115,6889
2009,19,117,5753
2009,19,119,59
2009,19,121,2744
2009,19,123,6048
2009,19,125,1928
2009,19,127,2510
2009,19,129,72
2009,19,13,1430
2009,19,131,178
2009,19,133,1493
2009,19,135,5085
2009,19,137,25
2009,19,139,5058
2009,19,141,0
2009,19,143,92
2009,19,145,582
2009,19,147,12
2009,19,149,40
2009,19,15,483
2009,19,151,219
2009,19,153,2709
2009,19,155,23
2009,19,157,3274
2009,19,159,10325
2009,19,161,290
2009,19,163,1521
2009,19,165,458
2009,19,167,0
2009,19,169,8212
2009,19,17,172
2009,19,171,2462
2009,19,173,6369
2009,19,175,9090
2009,19,177,4771
2009,19,179,3196
2009,19,181,4637
2009,19,183,3215
2009,19,185,13089
2009,19,187,1370
2009,19,189,307
2009,19,19,1911
2009,19,191,1038
2009,19,193,3571
2009,19,195,1214
2009,19,197,4236
2009,19,21,86
2009,19,23,4630
2009,19,25,298
2009,19,27,242
2009,19,29,387
2009,19,3,501
2009,19,31,359
2009,19,33,4085
2009,19,35,75
2009,19,37,1466
2009,19,39,6855
2009,19,41,0
2009,19,43,108
2009,19,45,1182
2009,19,47,393
2009,19,49,670
2009,19,5,148
2009,19,51,6920
2009,19,53,7832
2009,19,55,775
2009,19,57,2788
2009,19,59,70
2009,19,61,1266
2009,19,63,77
2009,19,65,301
2009,19,67,949
2009,19,69,14334
2009,19,7,4344
2009,19,71,269
2009,19,73,273
2009,19,75,1636
2009,19,77,928
2009,19,79,5748
2009,19,81,1108
2009,19,83,1595
2009,19,85,439
2009,19,87,3428
2009,19,89,4156
2009,19,9,434
2009,19,91,60
2009,19,93,188
2009,19,95,2872
2009,19,97,1104
2009,19,99,2251
2009,27,1,0
2009,27,101,0
2009,27,103,0
2009,27,105,951
2009,27,107,5965
2009,27,109,0
2009,27,11,873
2009,27,111,0
2009,27,113,2795
2009,27,115,0
2009,27,117,72
2009,27,119,2945
2009,27,121,0
2009,27,125,1855
2009,27,127,0
2009,27,129,0
2009,27,13,367
2009,27,131,0
2009,27,133,0
2009,27,135,3216
2009,27,139,0
2009,27,141,0
2009,27,143,0
2009,27,145,0
2009,27,147,47
2009,27,149,37
2009,27,15,0
2009,27,151,8
2009,27,153,202
2009,27,155,2346
2009,27,157,0
2009,27,159,0
2009,27,161,63
2009,27,163,0
2009,27,165,0
2009,27,167,13976
2009,27,169,0
2009,27,171,0
2009,27,173,42
2009,27,19,0
2009,27,21,0
2009,27,23,34
2009,27,25,0
2009,27,27,5962
2009,27,29,293
